Q	A	label
결론,생각,시작,세상,가치,생각,이제,생각,시작	결론부터 정해놓고 생각을 시작하자면 세상에 가치없는 일은 없다고 생각한다  이제 생각을 시작해보려고	0
씨발,지금,거지,고요	아니 씨발 지금 넌 가난한게 아니고 걍 거지고요	0
세상,가장	세상에서 가장 난해하면서도 듣고싶은말	0
누가,논문	이거 누가 논문 써줘야한다고 봐	0
시발,새끼,존나	그럴꺼면 왜물어보는데 시발새끼가ㅋㅋ 존나지좆대로구네	0
음식,존나,욕심,음식,벌금	음식 쓸데없이 존나많이 욕심부려놓고 다 남기네 이러니 음식남기면 벌금 이런말이 나오지	0
지금,계속	지금까지 계속 그랬던것처럼	0
벌써,아무	벌써부터 아무 것도 하기 싫어져	0
단어,문맥,이해도,제대로,사람,대화,시간,낭비	단어의 문맥적 이해도 제대로 못 하는 사람이랑 진지한 대화를 하는 것만큼 시간 낭비도 없어	0
현실,요즘,다리,제리,어쩌	이게 현실이죠.  요즘은 맞은놈이 두다리 뻗고 잡니다.  제리 어쩌니... ㅜㅜ'        .	0
대체,인생,낭비	대체 왜 그래?  인생이 낭비되고 있어	0
본인,좆목,제발,혼자,생각	본인이 하는짓은 좆목 비틱짓 아닌가 왜 모르는거지??? 제발 남 흉은 니 혼자 속으로 생각해 남한테 말꺼내면 언젠가 터진다	0
정신병,다른,기술,고민	ㄹㅇ 정신병걸릴거같은데 관두자니 돈도없고 다른 기술은 없고 이대로 죽어버리고싶다 아무고민안하게	0
지금,자지,마을,준비,때문,마을,완성,자고,다른,사람	내가 지금 잠을 자지 못하는 건 내 꿈마을이 준비가 다 안 되었기 때문 아닐까? 마을이 다 완성되어야 나는 잠을 자고, 다른 사람들은 내 꿈에 나타나 줄 텐데 말이야….	0
지금,무척,아픔,대한,감정	꺼내는 게 익숙하지 않아 삼킬 뿐이야 지금은 무척이나 괴로워도 언젠가는 무뎌지겠지 내 아픔도 너에 대한 감정들도	0
마치,애정결핍,고슴도치	마치 애정결핍 고슴도치 같아	0
짐짐	너무 아퍼 죽겠머 그래도 참아야짖 짐짐대지말아야지	0
정신병,회부,적응,새끼,이해해,서머	정신병사회부적응새끼 속맘을 이해해서머하는데	0
손가락,때문,걱정	맨날 손가락 때문에 걱정하게해서 미안해	0
때문,마음	ㅋㅋㅋㅋ니같은거 때문에 걔 마음 힘들게한게 끔찍하다	0
군대,가면,이제	애들 군대가면 이제 어쩌지	0
한번,친구	이런곳에 한번씩 친구없다고 쓰면 한동안 버틸수있음	0
제발,나좀	제발 나좀 살려주세요	0
아씨,정신	아씨바 제정신좀 차리고싶은데 아	0
스탯	딴거 다뜨는데 내 스탯만 안떠 ㅅㅂ	0
눈팅,비거,한소리	눈팅+시비거는 놈들한테 한소리	0
얼굴	못할말은 얼굴앞에서도 하지말자	0
지금,순간	지금 이 순간이 꿈이라면	0
판단,는걸,는걸	알기 전까지 섣부른 판단은 안 하는걸로...  그리고 자는걸로	0
아무	아는 이가 아무도 없으면	0
한남,정도	솔직히 평범한 한남 두 명 정도면 이길 수 있습니다   다는 덤비지 말고	0
순간,하늘,시간,래서	그 때  그 순간에,  내가 너를 가둬버렸어  그 하늘에  시간이 멈추길 바래서	0
지훈	왜? 지훈아 왜그러는건데	0
어디,일단,걸음,생각,항상	어디로든  일단 걸음부터 떼고 생각하자  넌 항상 그랬으니까..	0
멋대로,규정,소년,자기,정체,형성,간섭,당신	멋대로 규정합니까?  유소년의 자기 정체성 형성에 간섭하십니까?  안되겠군요, 당신.	0
알라,발음	네? 노알라를 빨리 발음한거라구요...?	0
자지,항문,쭈보봅,항문,교미,장내,사정	자지호로록 항문쭈보봅 항문교미 장내사정	0
이름	(이상한 이름...)	0
부엉이,바위,하늘,그대	부엉이 바위의 하늘에 그대를 가두어도	0
항문자위,암컷,보지,유두,고문,허벅지	항문자위암컷보지 유두고문허벅지할짝	0
심리	뭐하자는심리인걸까? 나도 날 모르겟어	0
소년,소년,성인,발달,괄약근,컨트롤,사이,사정	소년은 소년이라기 보단 다 큰 성인과 같은 몸이었고  나는 그의 잘 발달된 괄약근 컨트롤에 의해 오 분 사이에 두 번이나 사정하고 말았습니다.	0
바다로	별의 바다로 몸을 던지면  너를 받아줄게...	0
노무현,아래,거리	노무현 아래서 저무는 너의 거리까지도	0
고마,나루,이야기	고마나루에 얽힌 슬픈 이야기	0
그대	그대여, 삶이여, 빛나리라.	0
파랑새,이름,바람,파랑새	어떤 어여쁜 파랑새의 이름 같은..  바람과 함께 날아와  내 눈과 귀를 즐겁게 해주는  그런 작은 파랑새 같은	0
기억	날 기억해다오...	0
형태,예전,사랑,이번,사랑,사랑,어쩌면,사랑	어떠한 형태이든지  예전부터 사랑했었고  이번에도 마주친다면  사랑할래요  사랑합니다.  어쩌면 이미 사랑하고 있는지도 모릅니다만	0
가치,가지	같이 가치를 찾으러 가지	0
저녁,가면,저녁,가면	저녁에 가면 4천원을 더 받는데 저녁에 가면 맛있는게 더 많고  4천원이면...	0
집착,단말,함뿍,기억	집착은 널 병들게 한단말이야  난 아직도 네 눈 속에 별들이 함뿍 담겨있던 때를 기억해  그 때로 돌아가게 해줘	0
합성,게이,만화,게이,지금	합성게이들도 있었고 만화게이들도 있었고...  지금은 없어요	0
본질,한번,접근,평생,시도,가오	본질적으로 한번 접근해봐  평생 못하겠지만  시도라도 해봐  체념하는건 가오가 안 살잖니	0
내겐,누구,비밀,하나,그것,소년,일게이,사랑	내겐 그 누구에게도 말하지 못할 비밀이 하나 있습니다.  그것은, 내가  한 소년을  한 일게이를  사랑했다는 것입니다.	0
물고기,짐승	물고기는 짐승인가 아닌가	0
일베,이제	또 일베를 버리는거노  괜찮노  이제 익숙하노  잘가라노	0
만원,이면	만원이면 6끼 만들어먹을 수 있어	0
타격,주먹,몽뎅,보라,제발,씨발,냄새,천년,코끝,욕지거리,다른,반응	그딴거 아무런 타격도 없다고  주먹을 쓰든 몽뎅이를 쓰든 좀 싸워보라고 제발  씨발 냄새나는 발을 천년을 코끝에 갖다대봐라  욕지거리 말고 다른 반응 뭘 기대하는건데	0
비둘기,비둘기,오늘,웁니	산 비둘기는 죽은 비둘기 몫까지 울어야 하기에,  울지 않으면 살아갈 수 없기에  오늘 밤도 구슬피 웁니다.	0
초등학생,화장,솜씨,홀복,머리카락,가발,냄새,실창,실장,창녀	초등학생보다 서툰 화장 솜씨에  때 탄 천박한 홀복,  머리카락은 가발인지, 비뚤어져 있는  분 냄새가 나는 실창(실장석 창녀)	0
부랄	왠진 모르겠지만 슬퍼보이는 너의 부랄	0
긴장	무쿵쿵쿵쿵(긴장)	0
바람,공기,금고,때문	바람은 찬 공기를 머금고 있기 때문에  네가 그저 내 곁에 머무는 것 만으로도 추워  그러니 꺼져줘	0
축복,지금,당장,그거,기억	비가 올 때 죽었나?  비가 올 때 죽으면 축복받아  지금 당장 중요한건 그거니까 한 번 기억해봐	0
관심,일단,재미,본질,관심,씨팔	좆도 관심 없다고요  근데 심심하니까 일단 들어는 볼게요  그리고 뭐 왠만하면 재미는 있어해볼게요  근데 본질적으로는  좆도 관심 없다고요 씨팔	0
조삼모사,영향,정도,대한,마음	조삼모사에 영향 받을 정도로 멍청하진 않았기에 그에 대한 내 마음은 변함없었습니다.	0
달빛,함뿍,밤하늘,가운데,어디,여기,당신	나는 달빛이 함뿍 풀린 밤하늘 한 가운데에 떠있습니다.  너무 반짝거려서 어디에 눈을 둬야 할 지 모르겠지만  여기서 한 번 당신을 찾아볼래요	0
사장,사만원	사장님 돈을 사만원 더주셨어요 흑흑	0
사장	아무리 팔아봤자 돈은 사장님이 벌어요	0
축사,소가,흥이,얼마나,핸드폰,음악,소리,우리,끝쪽	그 좁은 축사에서 사는 소가  흥이 나봐야 얼마나 나겠냐만  그래도 핸드폰에서 나는 음악소리륻 들으러  우리 끝쪽까지 터벅터벅 걸어와주는 네가 좋아.	0
알라	노알라 욕하지 마 너보다 귀여워	0
고동	너의 고동을 느껴  네가 살아있음을 느껴  너도 느껴주길 바래	0
아빠,일해,이십만원	근데 일이 없잖아 아빠  일해서 번 돈 이십만원 남았어	0
보고,자위,금지,인터넷,성욕,쓰기,금지,오늘,시작	이상한거 보고 자위하기 금지.  인터넷에 이상한 성욕 글 쓰기 금지  오늘부터 시작하자	0
대고,애기,응애,거리,애기,면서,몸뚱,아리만,커버,머리	개는 멍멍 짖어대고  애기들은 맨날 응애거리는데  맘은 애기면서 몸뚱아리만 커버린 나는 머리고 울어야하나요	0
싸움,발할라,운명	원하지 않는 싸움에서 발할라로 갈 수는 없어  운명이란 그런거야	0
강간	널 강간할수는 없잖아	0
대화	사랑받고 자란 애들은 좀만 대화해봐도 확실히 티가 나더라	0
계속	어느 때처럼 오래 갔으면 좋겠다 계속 웃어주길 바라	0
자의식,과잉,레전드	자의식과잉 레전드ㅋㅋ	0
난뭐,씨발,사고,구로	난뭐 좋아서 어울렸노ㅋㅋㅋ 씨발 사고가 그따구로밖에 안돌아가나ㅋㅋ	0
설마,양심,내년	설마 양심 없게 내년까지 살아있진 않겠지	0
알바,소리,개좆,새끼,씨발,진작,면전,진짜	이게 알바한테 할소리냐고 개좆같은새끼야 씨발 돈만 잘 안쳐줬으면 진작에 면전에 욕박고 튀나왔지 개같네 진짜 하	0
퇴근,시간,진작,그거,어쩌란건데,씨발	퇴근하고 한시간있다 진작에 다 버리고 난 뒤에 아 그거 중요한건데ㅎㅎㅋㅋ; 하면 어쩌란건데 씨발	0
부탁	2020년엔 꼭 돌아와줘 부탁이야	0
시기,전부,제발	중요한 시기였는데 전부 망쳐버렸어 제발 죽어버렸으면	0
그냥	그냥 삶이 끊어졌으면 좋겠다 괴롭다	0
무슨,느낌	무슨 느낌인지 알아?	0
사람,호칭,대해,반응,내색,반응	사람들이 날 부르는 호칭에 대해 왜 이렇게 민감하게 반응하게 될까  겉으로는 내색하진 않지만 속으로는 엄청 민감하게 반응함	0
항상	나는 니가 항상 보고싶어 	0
최근,씨발	최근것도아니고 3년전께 걸렸네씨발ㅋㅋ	0
정도	완벽하진 않지만 어느정도는	0
인체,원자,단위,분해,얼마나	내 인체가 원자 단위로 분해된다면 얼마나 행복할까	0
이상,분기점,정해진,배드,엔딩,수순	더 이상 분기점은 없고 정해진 배드 엔딩 수순을 밟고 있는 게 아닐까	0
조금,시발	토하고 나니까 조금 낫네 시발 ㅋㅋ	0
좆목질,하루,종일,혹사	좆목질 너무 어렵다 하루종일 혹사당했어..	0
새끼,이유	그새끼가 뭐가 잘났다고 ㅋㅋ 내가 좋아할 이유가 없는데	0
존나,존나	너 존나 싫어 존나 싫어할 거야	0
가끔	난아직 니가 가끔 생각나	0
딸꾹질	딸꾹질이 안 멈춰..	0
내일	내일부터 고쳐야지	0
생으로,유의,찌개,감자	마를 생으로 먹으면 특유의식감x같은데 찌거나 찌개에넣으면감자비슷하다	0
기분	이런기분 너무 싫어 죽고싶다 죽고싶다 	0
애정결핍	애정결핍티내서죄송해요다신안그럴게요	0
사람	밤마다 사람들 놀래켜주고 싶다	0
다른,사람,보이,생각	다른 사람 눈에 내가 어떻게 보이든 생각 안 해야지	0
얼마	너가 괜찮아질때까지 얼마든 기다릴게	0
주제,해도,재미	똑같은 주제로 말을 해도 내가 말하면 재미가 없음	0
자꾸,머릿속,숨통,조이	자꾸 머릿속에서 나타나서 숨통 조이지 말라고	0
뱅신,이나,컨셉,가지가지	조또 말 못하노 뱅신이 ㅋㅋㅋㅋㅋㅋㅋㅋ 엿이나 까잡숴 ㅋㅋㅋㅋㅋㅋㅋ 컨셉도 가지가지 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 망할 ㅋㅋㅋㅋㅋㅋㅋㅋ	0
투명,안보,자국,그대로,생각,강박	투명이라 안보이지만 붓칠한자국은 그대로생성될걸 생각하니 이상하게강박	0
녀석,관심,안주	녀석 참..,  관심 안주면 그친다는 게 더 신기해	0
세상,경쟁력	나는 세상을 살아갈 경쟁력이 없는 듯	0
진심,전부,거짓말,거짓말,굳이,정말	진심인 척 하더니 결국은 전부 거짓말 뻔히 보이는 거짓말 굳이 캐묻지 않았다만. 이렇게 알게되네. 정말 역겹다.	0
살기	살기 참 편하겠다	0
콜라,한잔	그래도 콜라한잔은 참기 힘들엇단 말이야	0
할애	CPU를 그런 쓸데없는 데에 할애하지 마	0
거짓말,사실	거짓말이야사실너무친해지고싶었는데꺼져	0
도대체,어째서	근데 도대체 어째서...	0
취미,하나,시간,생기	그래 이걸로 취미하나가 사라지고 더 많은 시간이 생기고 돈도 아끼고...,.,.	0
변화	나는 너무 개같고 이 변화가 짜증나는데..,	0
대인기피증,메이플,친구,명임	나 대인기피증이라 메이플 친구도 0명임	0
장기,기증,신청,지옥,집행유예,가능	장기 기증 신청하고 ㅈr살하면 지옥형 집행유예 가능?	0
정작,자기,시신경,색각,이상,모름	정작 자기 시신경에 색각 이상이 있는 건 모름 ㅋ	0
정신,똑바로,정신,똑바로	정신 똑바로 정신 똑바로	0
법임	둘 다 어두컴컴한 법임	0
자축,묘진,미신,유술	자축인묘진사오미신유술해	0
진짜,자살,후회	진짜 자살하면 걔가 후회해줄까??	0
카톡,차단,적도,번임	살면서 카톡 차단당한 적도 딱 한 번임	0
얘기	내 얘기하는 거 맞음 ㅇㅇ	0
고통,치사	고통은 적되 치사율은 높은 병에 걸리고 싶다	0
죽음,택하거	혹은 죽음(0)을 택하거나	0
애인,제발,예전,주제,정말,공감,미씨	옛 애인 썰 좀 풀어달라하지마 씹.련아 제발 ㅋㅋ 예전엔 그런 주제로 썰 푸는게 정말 좆같다고 공감해주더니 애미씨.발 지 일 아니라고 막 나가네	0
그냥,아가리	그냥 아무말도 하지말고 뒤질때까지 아가리 닫고 다녔으면 좋겠어 짜증나서 죽여버리고 싶으니까	0
마음,그것,사랑	너무아름다웠다 마음이아파요 이제꿈에그만나와요 너무힘들다 그것이사랑인가	0
여유,바람,능력,새끼	나를 믿으면 남들보다 너무 여유로운 바람에 남들의 능력의 1분의 1도 못 따라가는 것 같다 나 같은 새끼는 더 열심히 해야 되는데 ;;	0
원래	니자린 원래부터 없었어	0
자꾸,머릿속,기어	왜 자꾸 내 머릿속에 기어들어 오는데	0
냄새,하자,제발	니가 내 손을 가져가서 냄새를 맡았을 때 역겨움이 치돋더라 그만 좀 하자 제발	0
그냥	그냥 같이 있어주겠다는거야	0
올해,다른,여기	올해가 아니더라도 다른 일을 해서 여기 벗어나고 싶다 ㅅㅂ 	0
씨발,구현,샘플,디자인,씨발,새끼,거지,새끼	씨발 니가 뭘 구현하고 싶은 건지 내가 알아야 샘플이라도 봐야 디자인을 해 줄 거 아니야 씨발 새끼야 돈도 없는 거지 새끼가	0
